pos,videoId,duration,seconds,title
687,37Iod_kBzxw,12:11,731,A 395% Surprise Short Squeeze at 10am ET
688,FRKayxrQMdc,SHORT (0:38),38,MAJOR STOCK SQUEEZE! 😳📈
689,cipbQ5yQKH0,15:37,937,The Leading Gainer Gives The Biggest Profits Today
690,2MdgpVCzPdo,23:49,1429,Day Trading Watch List for MONDAY (Plus a Lesson on Stocks vs Patterns)
691,pyDzzEq8tSU,19:02,1142,+600% on Biotech with BREAKING NEWS
692,sNgmpvUTRCc,SHORT (1:00),60,BIG green day 👀🟩
693,unT7zASfboE,14:39,879,Is Bitcoin Driving Stock Market Momentum?
694,0JyLV9PNuQo,26:33,1593,This is extremely frustrating...
695,4f9q09peamY,19:26,1166,The ONLY OBVIOUS Stock Today
696,J_PVXyzn70Q,18:26,1106,I Can't Believe I Did This...
697,k2X1iBTrEaI,25:06,1506,Day Trading Watch List for Monday!
698,aqTXoV923OE,1:25:25,5125,7 Candlestick Patterns I'M ACTUALLY USING Every Day
699,CG85iryihiU,SHORT (0:35),35,BACKUP PLANS 👀⚡️
700,mL6nwupRaDA,SHORT (0:38),38,Huge Momentum!
701,W5zBRB9xTw0,10:57,657,Another Crypto Headline Sends a Stock Up 250%
702,Mu_E7TZi62w,SHORT (0:41),41,Day Trading Pop Quiz – Can You Pass? 📊🤔
703,1cI_qgeTH0g,12:04,724,Trading 7 of the Top Leading Percentage Gainers
704,6nagXyTwYyc,14:59,899,WOW the Momentum is AMAZING!
705,3UHvbiVDfCE,25:59,1559,Watchlist for Monday after a 400% Squeeze then a 90% Drop on a China Stock on Fr…
706,Wsq8zdtCcis,1:17:13,4633,"How I Made $500,000 in 7 Days of Day Trading (Full Training)"
707,xnYqMbwZns4,SHORT (0:40),40,watch out for TOPPING TAILS 👀📊
708,ZzQpcP_xWhw,12:32,752,A 300% Surprise Short Squeeze on Friday!
709,ljr8lH52f-U,SHORT (0:24),24,Pre-Trading Checklist! 📊☑️
710,RUuJzmz5jCg,23:10,1390,How I'm RED on a stock up 300%...
711,jLqE2Im1RMs,10:39,639,We Just Saw TWO 100%+ Short Squeezes!
712,L9gm7o8YUfg,11:13,673,Red on the first trade....Red on the last trade
713,qwD2Wja7ozs,11:21,681,I won't say good morning...
714,6mqsryt0d0E,SHORT (0:27),27,Trading Tired? 😴📊
715,Voixr-cPSIM,16:10,970,Watch List for MONDAY! See my notes in comments/description!
716,HM--b1tgoRk,23:47,1427,I Tried 3 Copy Trading Alert Services for 7 Days. Here's the Data
717,0AcHTBTN35E,28:29,1709,Home Runs vs Base Hits (Hot Market vs Cold Market)
718,UzA1txyqUB0,SHORT (0:47),47,JACKKNIFE CANDLE? 📊👀
719,HTgPBJIKoHg,14:59,899,Watch List for FRIDAY & The Most Important Setup I'll be Watching!
720,j0onK0lUd6k,17:14,1034,300% Biotech Short Squeeze on Breaking News!
721,Am2GCUHGzlg,13:56,836,There Was Only ONE Obvious Stock Today
722,VrTcNniCHTs,SHORT (0:17),17,JUST WALK AWAY 🚶📉
723,nJS8TBoYmf8,SHORT (0:55),55,MORE ENERGY MOMENTUM! ⚡️📊
724,ruX2lKZZBxU,24:55,1495,Day Trading Energy Stocks (Multiple 500% Squeezes)
725,Px1NjJkFLiA,13:36,816,Day Trading Watch List for MONDAY (4 Stocks On Watch)
726,n8aZGjWAgdE,56:20,3380,I Kept Losing Money...Until I Did THIS
727,fm0EADIbzTw,15:35,935,Huge Move in Energy Stocks!
728,UijcGZiRcIU,10:34,634,ZERO LOSING TRADES TODAY!
729,8XEslo5Zz-8,SHORT (0:26),26,WHY THE MICRO PULLBACK WORKS 👀📊
730,NzAUaE17LQM,11:28,688,We Just Got A 100% Squeeze on a Biotech Stock!
731,qWiIEIsDmXA,10:53,653,Penny Stocks Squeezing Up 300%+
732,T6xBvHA1fX8,SHORT (0:29),29,WHEN TO TRADE? ⏰📊
733,WDpEwP5VWls,11:11,671,Red Day Recap
734,_iqjmq9gZY8,11:27,687,Day Trading Watch List for MONDAY!
735,WLsdtF78x3A,25:08,1508,My 3 Steps for Winning at Day Trading
736,7yZFlDGteNk,11:37,697,Finishing the week with a 229% Short Squeeze!
737,hrHJ9t7suII,13:03,783,"Trading the Circle Internet Group IPO for +$38,337.90"
738,P2daMgjYKQw,11:30,690,RED DAY RECAP
739,0wX5NEMNIjA,SHORT (0:38),38,HOW TO FIND STOCKS! 👀📊
740,v9MVwtipaus,16:08,968,The problem with TOO MANY stocks…
741,3i_mqkeRw90,12:56,776,Trading ALL 6 of the Top Leading Percentage Gainers
742,ioKblL9X3Z4,20:56,1256,This is why I show up EVERY SINGLE DAY
743,u60fSo3V3S4,10:46,646,Day Trading Watch List for Monday!
744,_9za7jNDPQc,57:15,3435,Don't Use Candlestick Charts Without THIS
745,a8X5dYbH0uc,13:41,821,TODAY We Had A 308% Short Squeeze!!
746,zT_d3AcwnfU,12:45,765,"$SBET Skyrockets +1,281% in 3 days"
747,8OWvSvUhKUk,12:35,755,Trading Multiple 100% Short Squeezes
748,Oht-7N6Dcxc,SHORT (0:49),49,PROFIT = CONVICTION 👀📊
749,-_Y0pKMsU-Q,17:05,1025,+416% Penny Stock Short Squeeze
750,QHZYG5y6vWY,44:00,2640,"Making +$78,192.05 in 2 min and 27 seconds"
751,y-sFO1ouTX4,1:06:03,3963,"How I Made $175,767.72 in 3 Hours of Day Trading (Full Training)"
752,R2KjQPHE4Mw,SHORT (0:36),36,Technical Indicators?? 👀📊
753,UCrVAPmNNfw,31:21,1881,TUESDAY Day Trading Watch List & Game Plan (P.S. Don't Forget the Memorial Day S…
754,03A7YywM4e0,SHORT (0:24),24,Think You Know Day Trading? 🤔📊
755,p2uUTz_StZQ,15:19,919,My 40th Consecutive Green Day 🍏
756,AC3UpCre440,SHORT (0:34),34,Day Trading Quiz - Can You Pass? 🤔📊
757,vnmiTC4PotU,10:21,621,Did You Find The Obvious Stock?
758,OnPTodRZl7o,14:47,887,Trading Multi-Day Continuation Setups
759,PPQoVB1ezmA,23:08,1388,Which Stock Will Make The Big Move Today?
760,Z5pE9d-INZs,25:21,1521,This Stock Went Up +325% TODAY
761,c2BktcTMxSk,29:24,1764,Monday Day Trading Watch List & Memorial Day Sales Begin TOMORROW!
762,SmSOboqGPgs,54:03,3243,These Candlestick Tricks Will Change How You Trade
763,N3iqOuF8wQU,44:03,2643,How I Find Stocks as a Retail Trader
764,qvpL7q_rhPE,13:31,811,The Penny Stock Hot Cycle!
765,ILiinTn9uVc,8:53,533,I'm BACK!
766,ze3wLotqzW8,SHORT (0:36),36,Can You Pass This Day Trading Quiz? 🤔📊
767,R-9k2woq1mc,29:53,1793,Huge Squeezes on China Trade Deal & Pharma News
768,uAjxK4XFPcs,SHORT (0:29),29,Managing RISK 👀📊
769,F5i5x2N6yXg,15:46,946,Somebody Had The News Early...
770,dayvEJKGBq0,16:08,968,"Can't WAIT for Monday after +$235,194.99 in the last 7 Days of Trading"
771,83browbULao,SHORT (0:57),57,Technical Analysis.. Can You Predict This? 🤔📊
772,8SpxSwgmOQc,49:15,2955,STOP Selling Your Winners Too Soon!
773,nPvzW_C4PIc,SHORT (0:27),27,GREEN DAY GREEN WEEK 🙌📊
774,t2QJH0SuDgc,13:26,806,Big Green Friday with Multiple 100%+ Squeezes
775,3Hhy16ocdJU,17:27,1047,The Pops & Drops Were INTENSE Today!
776,ZTwd9X0isxs,SHORT (0:53),53,"$26,000 in 15min.. 😳"
777,ymaEx-mxmzI,15:51,951,A +224% Breaking News Spike in 15 minutes
778,JTCN6LzpaWk,16:05,965,After Two Big Days in a ROW I can't WAIT for Tomorrow!
779,_MF6UNfHGY8,SHORT (0:57),57,Can You Pass This Day Trading Quiz? 🤔📊
780,LNDd7rf-9FU,1:14:05,4445,How to Read Technical Indicators on Candlestick Charts
781,DAnpW98ZCSg,15:30,930,I'm looking for this setup tomorrow!
782,VtbOrJ1HZNA,22:35,1355,Day Trading Watch List & Game Plan for Monday May 5th
783,BtIsL-iQEyA,SHORT (0:58),58,Top 3 Reasons Traders Fail 📉👀
784,Dkytbz_dxCQ,SHORT (0:53),53,Trading While Working 👀🧐
785,6B5BCDcD4r8,57:04,3424,Making His First $1mil as a Day Trader
786,_Lq4Pk7ZHy4,15:12,912,There Was ONLY ONE Obvious Trade Today!
787,PKHx-3uBr88,SHORT (1:02),62,Three Steps to Growing My Trading Account
788,yML8iDXE8wE,51:34,3094,Analyzing April Trading Reports from Students & Myself
789,FGKM-60Dki0,SHORT (0:52),52,Hotkey = Green 👀✅
790,soXdxocQSq4,12:38,758,We Just Had A 300%+ Short Squeeze!!
791,EW4nnpVS77E,12:15,735,I Only Traded 3 Stocks Today!
792,OfWWNM6dSHk,8:51,531,This is DISCIPLINE. A Quality or No Trades
793,7ByGVtAKiVQ,35:19,2119,Beware of the POP & DROP...My RECAP & Plan for Tomorrow
794,W-gkb2IoGq4,38:07,2287,Ranking the Best Brokers for International Traders
795,aYWnaq4Q38s,13:46,826,Day Trading WATCH LIST FOR MONDAY April 28
796,myUKta-wicQ,1:11:11,4271,How to Read Candlestick Shapes & Charts (with ZERO experience)
797,NaWaGcDfDJA,32:39,1959,I Should've Walked Away Sooner…
798,rKgcvpD8DfQ,19:09,1149,Breaking News on TWO Biotech Stocks
799,FyGdWIgEb-I,SHORT (0:46),46,BREAKING NEWS = 100% SQUEEZE! 📈🙌
800,dobNCfMuCeo,12:35,755,"$26,553.22 on a 100% Squeeze on Breaking News"
